date,channel,traffic,conversion_rate,signups
2026-01-16,organic,3431.0,0.049,164.0
2026-01-16,paid,2223.0,0.0688,146.0
2026-01-16,referral,854.0,0.0809,86.0
2026-01-17,organic,2357.0,0.0468,97.0
2026-01-17,paid,1449.0,0.0594,74.0
2026-01-17,referral,533.0,0.0876,39.0
2026-01-18,organic,2299.0,0.0438,103.0
2026-01-18,paid,1332.0,0.0539,61.0
2026-01-18,referral,473.0,0.0926,51.0
2026-01-19,organic,3691.0,0.0465,169.0
2026-01-19,paid,2746.0,0.0566,171.0
2026-01-19,referral,935.0,0.0915,76.0
2026-01-20,organic,4164.0,0.0395,155.0
2026-01-20,paid,2753.0,0.0584,174.0
2026-01-20,referral,928.0,0.0949,93.0
2026-01-21,organic,4340.0,0.0466,181.0
2026-01-21,paid,2800.0,0.0516,167.0
2026-01-21,referral,893.0,0.0902,86.0
2026-01-22,organic,3969.0,0.0427,142.0
2026-01-22,paid,3113.0,0.0566,192.0
2026-01-22,referral,943.0,0.0772,62.0
2026-01-23,organic,3697.0,0.044,168.0
2026-01-23,paid,2279.0,0.0533,118.0
2026-01-23,referral,895.0,0.091,81.0
2026-01-24,organic,2496.0,0.0514,131.0
2026-01-24,paid,1486.0,0.0577,81.0
2026-01-24,referral,531.0,0.1004,55.0
2026-01-25,organic,2326.0,0.0439,88.0
2026-01-25,paid,1308.0,0.0582,66.0
2026-01-25,referral,494.0,0.078,34.0
2026-01-26,organic,4038.0,0.0417,165.0
2026-01-26,paid,2460.0,0.0556,140.0
2026-01-26,referral,998.0,0.0982,89.0
2026-01-27,organic,3974.0,0.0473,164.0
2026-01-27,paid,2959.0,0.0491,154.0
2026-01-27,referral,1007.0,0.0805,88.0
2026-01-28,organic,4479.0,0.0453,210.0
2026-01-28,paid,2843.0,0.06,148.0
2026-01-28,referral,996.0,0.0963,83.0
2026-01-29,organic,3933.0,0.0471,168.0
2026-01-29,paid,2783.0,0.0565,139.0
2026-01-29,referral,1012.0,0.0951,98.0
2026-01-30,organic,3970.0,0.0526,238.0
2026-01-30,paid,2565.0,0.0535,146.0
2026-01-30,referral,933.0,0.09,79.0
2026-01-31,organic,2373.0,0.0447,101.0
2026-01-31,paid,1569.0,0.0595,86.0
2026-01-31,referral,485.0,0.0914,44.0
2026-02-01,organic,2298.0,0.0401,76.0
2026-02-01,paid,1539.0,0.0523,76.0
2026-02-01,referral,506.0,0.0985,44.0
2026-02-02,organic,4393.0,0.0407,163.0
2026-02-02,paid,2791.0,0.0642,169.0
2026-02-02,referral,952.0,0.089,87.0
2026-02-03,organic,4479.0,0.0461,211.0
2026-02-03,paid,2601.0,0.0614,160.0
2026-02-03,referral,943.0,0.1026,106.0
2026-02-04,organic,4146.0,0.0471,182.0
2026-02-04,paid,2517.0,0.0573,122.0
2026-02-04,referral,1052.0,0.0963,105.0
2026-02-05,organic,4737.0,0.0483,215.0
2026-02-05,paid,2596.0,0.0609,190.0
2026-02-05,referral,1022.0,0.1027,102.0
2026-02-06,organic,3747.0,0.0443,160.0
2026-02-06,paid,2158.0,0.0613,141.0
2026-02-06,referral,870.0,0.0942,88.0
2026-02-07,organic,2474.0,0.0486,131.0
2026-02-07,paid,1492.0,0.0648,87.0
2026-02-07,referral,549.0,0.0912,49.0
2026-02-08,organic,1918.0,0.0458,83.0
2026-02-08,paid,1554.0,0.0533,88.0
2026-02-08,referral,528.0,0.0836,49.0
2026-02-09,organic,3875.0,0.042,158.0
2026-02-09,paid,2665.0,0.0636,180.0
2026-02-09,referral,977.0,0.0785,77.0
2026-02-10,organic,4121.0,0.0452,176.0
2026-02-10,paid,2378.0,0.0538,112.0
2026-02-10,referral,1007.0,0.0919,99.0
2026-02-11,organic,4575.0,0.0415,175.0
2026-02-11,paid,2523.0,0.0606,160.0
2026-02-11,referral,939.0,0.0845,80.0
2026-02-12,organic,4530.0,0.0479,235.0
2026-02-12,paid,2663.0,0.0565,163.0
2026-02-12,referral,998.0,0.0862,86.0
2026-02-13,organic,4208.0,0.0456,193.0
2026-02-13,paid,2643.0,0.0633,141.0
2026-02-13,referral,754.0,0.077,53.0
2026-02-14,organic,2351.0,0.0484,104.0
2026-02-14,paid,1577.0,0.0556,88.0
2026-02-14,referral,543.0,0.0678,30.0
2026-02-15,organic,2012.0,0.0397,79.0
2026-02-15,paid,1479.0,0.0618,93.0
2026-02-15,referral,154.8,0.1037,16.0
2026-02-16,organic,4669.0,0.0449,208.0
2026-02-16,paid,2544.0,0.0705,196.0
2026-02-16,referral,259.50000000000006,0.0909,24.0
2026-02-17,organic,4509.0,0.0476,225.0
2026-02-17,paid,2826.0,0.0585,168.0
2026-02-17,referral,300.00000000000006,0.0877,26.0
2026-02-18,organic,4264.0,0.0438,184.0
2026-02-18,paid,2552.0,0.0577,149.0
2026-02-18,referral,294.00000000000006,0.0929,27.0
2026-02-19,organic,4480.0,0.0424,195.0
2026-02-19,paid,2370.0,0.0574,129.0
2026-02-19,referral,273.30000000000007,0.0823,22.0
2026-02-20,organic,3671.0,0.0398,136.0
2026-02-20,paid,2065.0,0.0588,119.0
2026-02-20,referral,245.10000000000002,0.075,18.0
2026-02-21,organic,2471.0,0.0435,104.0
2026-02-21,paid,1578.0,0.0558,93.0
2026-02-21,referral,167.10000000000002,0.0821,14.0
2026-02-22,organic,1838.0,0.0412,73.0
2026-02-22,paid,1456.0,0.0585,85.0
2026-02-22,referral,136.20000000000002,0.0778,11.0
2026-02-23,organic,4041.0,0.0322,137.0
2026-02-23,paid,2670.0,0.0572,135.0
2026-02-23,referral,318.00000000000006,0.0821,26.0
2026-02-24,organic,4354.0,0.0408,164.0
2026-02-24,paid,2786.0,0.0646,184.0
2026-02-24,referral,276.00000000000006,0.0855,24.0
2026-02-25,organic,4559.0,0.0496,221.0
2026-02-25,paid,2606.0,0.0545,129.0
2026-02-25,referral,272.1,0.0942,26.0
2026-02-26,organic,4041.0,0.0431,156.0
2026-02-26,paid,2714.0,0.0657,183.0
2026-02-26,referral,291.00000000000006,0.0986,29.0
2026-02-27,organic,3713.0,0.0457,202.0
2026-02-27,paid,2401.0,0.0573,138.0
2026-02-27,referral,243.60000000000002,0.0839,20.0
2026-02-28,organic,2639.0,0.0414,117.0
2026-02-28,paid,1584.0,0.0563,98.0
2026-02-28,referral,144.60000000000002,0.0873,13.0
2026-03-01,organic,1916.0,0.044,73.0
2026-03-01,paid,1436.0,0.0568,93.0
2026-03-01,referral,162.60000000000002,0.0812,13.0
2026-03-02,organic,3861.0,0.0514,179.0
2026-03-02,paid,2344.0,0.0662,145.0
2026-03-02,referral,281.70000000000005,0.0712,20.0
2026-03-03,organic,4409.0,0.0454,191.0
2026-03-03,paid,2694.0,0.0577,140.0
2026-03-03,referral,288.00000000000006,0.0833,24.0
2026-03-04,organic,4476.0,0.0427,188.0
2026-03-04,paid,2656.0,0.0585,147.0
2026-03-04,referral,292.20000000000005,0.0912,27.0
2026-03-05,organic,4068.0,0.0392,160.0
2026-03-05,paid,2582.0,0.0604,154.0
2026-03-05,referral,281.70000000000005,0.0954,27.0
2026-03-06,organic,4063.0,0.0396,154.0
2026-03-06,paid,2306.0,0.0633,123.0
2026-03-06,referral,250.20000000000005,0.0921,23.0
2026-03-07,organic,2624.0,0.0436,118.0
2026-03-07,paid,1464.0,0.0627,86.0
2026-03-07,referral,162.3,0.1009,16.0
2026-03-08,organic,2230.0,0.0451,96.0
2026-03-08,paid,1263.0,0.059,78.0
2026-03-08,referral,146.70000000000002,0.1026,15.0
2026-03-09,organic,4287.0,0.0429,186.0
2026-03-09,paid,2957.0,0.0609,199.0
2026-03-09,referral,295.80000000000007,0.0823,24.0
2026-03-10,organic,4093.0,0.048,205.0
2026-03-10,paid,2676.0,0.0524,135.0
2026-03-10,referral,267.6,0.1029,28.0
2026-03-11,organic,4633.0,0.0478,217.0
2026-03-11,paid,2475.0,0.0657,157.0
2026-03-11,referral,309.30000000000007,0.0806,25.0
2026-03-12,organic,4164.0,0.0498,185.0
2026-03-12,paid,2583.0,0.0603,160.0
2026-03-12,referral,285.00000000000006,0.0927,26.0
2026-03-13,organic,3979.0,0.0449,174.0
2026-03-13,paid,2488.0,0.0624,152.0
2026-03-13,referral,270.00000000000006,0.0896,24.0
2026-03-14,organic,2448.0,0.0432,96.0
2026-03-14,paid,1502.0,0.0689,116.0
2026-03-14,referral,167.40000000000003,0.0854,14.0
2026-03-15,organic,2202.0,0.0419,97.0
2026-03-15,paid,1280.0,0.0631,87.0
2026-03-15,referral,156.3,0.0969,15.0
2026-03-16,organic,4008.0,0.0414,172.0
2026-03-16,paid,2587.0,0.056,144.0
2026-03-16,referral,277.50000000000006,0.0876,24.0
2026-03-17,organic,4371.0,0.048,205.0
2026-03-17,paid,2283.0,0.0546,131.0
2026-03-17,referral,286.50000000000006,0.095,27.0
2026-03-18,organic,3946.0,0.0381,147.0
2026-03-18,paid,2695.0,0.0584,171.0
2026-03-18,referral,335.70000000000005,0.0892,30.0
2026-03-19,organic,4135.0,0.0427,183.0
2026-03-19,paid,2768.0,0.0631,184.0
2026-03-19,referral,270.00000000000006,0.1043,28.0
2026-03-20,organic,3966.0,0.0501,192.0
2026-03-20,paid,2312.0,0.0585,118.0
2026-03-20,referral,211.80000000000004,0.0921,20.0
2026-03-21,organic,2225.0,0.0484,108.0
2026-03-21,paid,1411.0,0.0559,75.0
2026-03-21,referral,141.60000000000002,0.086,12.0
2026-03-22,organic,2266.0,0.0396,94.0
2026-03-22,paid,1530.0,0.0625,93.0
2026-03-22,referral,144.3,0.0984,14.0
2026-03-23,organic,3845.0,0.0455,201.0
2026-03-23,paid,2545.0,0.0676,193.0
2026-03-23,referral,278.70000000000005,0.0818,23.0
2026-03-24,organic,4227.0,0.048,201.0
2026-03-24,paid,2679.0,0.0622,198.0
2026-03-24,referral,289.80000000000007,0.0871,25.0
2026-03-25,organic,4226.0,0.0451,152.0
2026-03-25,paid,2946.0,0.0556,174.0
2026-03-25,referral,288.6,0.0926,27.0
2026-03-26,organic,4098.0,0.0497,189.0
2026-03-26,paid,2775.0,0.0574,160.0
2026-03-26,referral,288.30000000000007,0.0898,26.0
2026-03-27,organic,3720.0,0.045,170.0
2026-03-27,paid,2301.0,0.0637,146.0
2026-03-27,referral,261.3,0.0998,26.0
2026-03-28,organic,2462.0,0.0444,99.0
2026-03-28,paid,1524.0,0.0621,94.0
2026-03-28,referral,164.40000000000003,0.1028,17.0
2026-03-29,organic,1967.0,0.0471,79.0
2026-03-29,paid,1211.0,0.0557,69.0
2026-03-29,referral,153.90000000000003,0.0923,14.0
2026-03-30,organic,4580.0,0.0401,214.0
2026-03-30,paid,2801.0,0.0559,158.0
2026-03-30,referral,279.00000000000006,0.0985,27.0
2026-03-31,organic,4324.0,0.041,177.0
2026-03-31,paid,2581.0,0.0576,155.0
2026-03-31,referral,288.90000000000003,0.0947,27.0
