date,channel,traffic,conversion_rate,signups
2026-01-27,paid,2793.0,0.0712,194.0
2026-01-27,referral,1015.0,0.0871,69.0
2026-01-28,organic,4623.0,0.0426,217.0
2026-01-28,paid,2556.0,0.0674,181.0
2026-01-28,referral,901.0,0.0942,84.0
2026-01-29,organic,4368.0,0.0459,210.0
2026-01-29,paid,2899.0,0.062,176.0
2026-01-29,referral,930.0,0.0978,83.0
2026-01-30,organic,3986.0,0.0448,174.0
2026-01-30,paid,2487.0,0.0608,159.0
2026-01-30,referral,831.0,0.0873,68.0
2026-01-31,organic,2423.0,0.0432,122.0
2026-01-31,paid,1630.0,0.0622,107.0
2026-01-31,referral,586.0,0.0971,55.0
2026-02-01,organic,2272.0,0.0478,108.0
2026-02-01,paid,1394.0,0.0697,105.0
2026-02-01,referral,524.0,0.0875,40.0
2026-02-02,organic,4346.0,0.0431,179.0
2026-02-02,paid,2826.0,0.0605,180.0
2026-02-02,referral,1004.0,0.0824,92.0
2026-02-03,organic,4042.0,0.0479,176.0
2026-02-03,paid,2444.0,0.0539,136.0
2026-02-03,referral,926.0,0.0868,79.0
2026-02-04,organic,4312.0,0.0488,234.0
2026-02-04,paid,2615.0,0.0656,180.0
2026-02-04,referral,970.0,0.0889,81.0
2026-02-05,organic,4852.0,0.0446,212.0
2026-02-05,paid,2456.0,0.0638,158.0
2026-02-05,referral,953.0,0.081,79.0
2026-02-06,organic,3484.0,0.0399,144.0
2026-02-06,paid,2493.0,0.0618,151.0
2026-02-06,referral,890.0,0.0978,85.0
2026-02-07,organic,2413.0,0.0469,108.0
2026-02-07,paid,1528.0,0.0579,73.0
2026-02-07,referral,549.0,0.1038,54.0
2026-02-08,organic,2174.0,0.0474,99.0
2026-02-08,paid,1371.0,0.0576,81.0
2026-02-08,referral,538.0,0.0923,60.0
2026-02-09,organic,3962.0,0.0439,154.0
2026-02-09,paid,2620.0,0.0542,136.0
2026-02-09,referral,930.0,0.0929,87.0
2026-02-10,organic,4199.0,0.0496,218.0
2026-02-10,paid,2677.0,0.0643,174.0
2026-02-10,referral,944.0,0.0776,65.0
2026-02-11,organic,4314.0,0.0492,199.0
2026-02-11,paid,2545.0,0.0596,153.0
2026-02-11,referral,842.0,0.066,68.0
2026-02-12,organic,4081.0,0.0442,177.0
2026-02-12,paid,2741.0,0.061,174.0
2026-02-12,referral,967.0,0.0857,78.0
2026-02-13,organic,4098.0,0.0543,235.0
2026-02-13,paid,2314.0,0.0618,153.0
2026-02-13,referral,815.0,0.0843,80.0
2026-02-14,organic,2557.0,0.0442,96.0
2026-02-14,paid,1570.0,0.0639,112.0
2026-02-14,referral,540.0,0.0922,54.0
2026-02-15,organic,2106.0,0.0424,91.0
2026-02-15,paid,1308.0,0.0656,92.0
2026-02-15,referral,455.0,0.0918,39.0
2026-02-16,organic,4285.0,0.0468,190.0
2026-02-16,paid,2600.0,0.0593,153.0
2026-02-16,referral,909.0,0.0912,77.0
2026-02-17,organic,4243.0,0.0421,188.0
2026-02-17,paid,2648.0,0.0666,199.0
2026-02-17,referral,1061.0,0.0841,98.0
2026-02-18,organic,4437.0,0.0406,183.0
2026-02-18,paid,2730.0,0.0602,145.0
2026-02-18,referral,891.0,0.0819,74.0
2026-02-19,organic,4165.0,0.0442,190.0
2026-02-19,paid,2819.0,0.0599,161.0
2026-02-19,referral,912.0,0.0955,77.0
2026-02-20,organic,3604.0,0.030420000000000003,110.0
2026-02-20,paid,2359.0,0.04166500000000001,98.0
2026-02-20,referral,975.0,0.05934500000000001,58.0
2026-02-21,organic,2648.0,0.02795,74.0
2026-02-21,paid,1482.0,0.041795,62.0
2026-02-21,referral,494.0,0.060255,30.0
2026-02-22,organic,2234.0,0.02626,59.0
2026-02-22,paid,1363.0,0.041275,56.0
2026-02-22,referral,491.0,0.060255,30.0
2026-02-23,organic,4338.0,0.03003,130.0
2026-02-23,paid,2904.0,0.029965000000000002,87.0
2026-02-23,referral,936.0,0.059605000000000005,56.0
2026-02-24,organic,3985.0,0.029835000000000004,119.0
2026-02-24,paid,2844.0,0.03458,98.0
2026-02-24,referral,948.0,0.06071,58.0
2026-02-25,organic,4225.0,0.031135,132.0
2026-02-25,paid,2685.0,0.036335,98.0
2026-02-25,referral,972.0,0.065455,64.0
2026-02-26,organic,3801.0,0.02808,107.0
2026-02-26,paid,2875.0,0.03991,115.0
2026-02-26,referral,931.0,0.0546,51.0
2026-02-27,organic,3678.0,0.033085,122.0
2026-02-27,paid,2340.0,0.045239999999999995,106.0
2026-02-27,referral,824.0,0.057460000000000004,47.0
2026-02-28,organic,2501.0,0.03003,75.0
2026-02-28,paid,1347.0,0.04303,58.0
2026-02-28,referral,547.0,0.05863,32.0
2026-03-01,organic,2134.0,0.029705,63.0
2026-03-01,paid,1222.0,0.029640000000000003,36.0
2026-03-01,referral,503.0,0.061880000000000004,31.0
2026-03-02,organic,4218.0,0.03198,135.0
2026-03-02,paid,2736.0,0.039845,109.0
2026-03-02,referral,998.0,0.054145,54.0
2026-03-03,organic,4436.0,0.027039999999999998,120.0
2026-03-03,paid,2873.0,0.04472,128.0
2026-03-03,referral,1005.0,0.06864,69.0
2026-03-04,organic,4706.0,0.028925,136.0
2026-03-04,paid,2437.0,0.03848,94.0
2026-03-04,referral,1011.0,0.0507,51.0
2026-03-05,organic,3715.0,0.028990000000000002,108.0
2026-03-05,paid,2539.0,0.04056,103.0
2026-03-05,referral,947.0,0.06253,59.0
2026-03-06,organic,3798.0,0.03055,116.0
2026-03-06,paid,2394.0,0.039715,95.0
2026-03-06,referral,841.0,0.065065,55.0
2026-03-07,organic,2083.0,0.02951,61.0
2026-03-07,paid,1377.0,0.04134,57.0
2026-03-07,referral,495.0,0.05934500000000001,29.0
2026-03-08,organic,2123.0,0.032175,68.0
2026-03-08,paid,1291.0,0.035750000000000004,46.0
2026-03-08,referral,470.0,0.06149,29.0
2026-03-09,organic,4398.0,0.031005,136.0
2026-03-09,paid,2886.0,0.03965,114.0
2026-03-09,referral,999.0,0.052715000000000005,53.0
2026-03-10,organic,4113.0,0.030355,125.0
2026-03-10,paid,2707.0,0.035555,96.0
2026-03-10,referral,974.0,0.056095000000000006,55.0
2026-03-11,organic,4161.0,0.026845000000000004,112.0
2026-03-11,paid,2550.0,0.035555,91.0
2026-03-11,referral,981.0,0.059280000000000006,58.0
2026-03-12,organic,4867.0,0.029705,145.0
2026-03-12,paid,2688.0,0.03991,107.0
2026-03-12,referral,1045.0,0.062855,66.0
2026-03-13,organic,3753.0,0.029054999999999997,109.0
2026-03-13,paid,2609.0,0.038025,99.0
2026-03-13,referral,925.0,0.06708,62.0
2026-03-14,organic,2544.0,0.027430000000000003,70.0
2026-03-14,paid,1447.0,0.03757,54.0
2026-03-14,referral,536.0,0.056225,30.0
2026-03-15,organic,2338.0,0.029965000000000002,70.0
2026-03-15,paid,1350.0,0.037765,51.0
2026-03-15,referral,436.0,0.07345,32.0
2026-03-16,organic,4424.0,0.031395000000000006,139.0
2026-03-16,paid,2262.0,0.042965,97.0
2026-03-16,referral,940.0,0.05824,55.0
2026-03-17,organic,4394.0,0.030615000000000003,135.0
2026-03-17,paid,2629.0,0.040365000000000005,106.0
2026-03-17,referral,1040.0,0.056810000000000006,59.0
2026-03-18,organic,4038.0,0.03081,124.0
2026-03-18,paid,2687.0,0.0403,108.0
2026-03-18,referral,1024.0,0.0598,61.0
2026-03-19,organic,4546.0,0.03198,145.0
2026-03-19,paid,2721.0,0.038675,105.0
2026-03-19,referral,851.0,0.050635,43.0
2026-03-20,organic,4074.0,0.026975000000000002,110.0
2026-03-20,paid,2528.0,0.039585,100.0
2026-03-20,referral,807.0,0.057460000000000004,46.0
2026-03-21,organic,2500.0,0.03198,80.0
2026-03-21,paid,1365.0,0.036855,50.0
2026-03-21,referral,549.0,0.054079999999999996,30.0
2026-03-22,organic,2335.0,0.030225000000000002,71.0
2026-03-22,paid,1478.0,0.03757,56.0
2026-03-22,referral,474.0,0.060515000000000006,29.0
2026-03-23,organic,4230.0,0.03146,133.0
2026-03-23,paid,2689.0,0.032565000000000004,88.0
2026-03-23,referral,890.0,0.060775,54.0
2026-03-24,organic,4666.0,0.03159,147.0
2026-03-24,paid,2515.0,0.036335,91.0
2026-03-24,referral,1045.0,0.063115,66.0
2026-03-25,organic,4013.0,0.02977,119.0
2026-03-25,paid,2465.0,0.03952,97.0
2026-03-25,referral,992.0,0.059280000000000006,59.0
2026-03-26,organic,3656.0,0.031525000000000004,115.0
2026-03-26,paid,2674.0,0.040755000000000006,109.0
2026-03-26,referral,914.0,0.06753500000000001,62.0
2026-03-27,organic,4060.0,0.027885,113.0
2026-03-27,paid,2276.0,0.04381,100.0
2026-03-27,referral,830.0,0.062595,52.0
2026-03-28,organic,2340.0,0.02977,70.0
2026-03-28,paid,1548.0,0.045435,70.0
2026-03-28,referral,573.0,0.06071,35.0
2026-03-29,organic,2161.0,0.03055,66.0
2026-03-29,paid,1281.0,0.03653,47.0
2026-03-29,referral,517.0,0.058499999999999996,30.0
2026-03-30,organic,3923.0,0.027430000000000003,108.0
2026-03-30,paid,2775.0,0.040819999999999995,113.0
2026-03-30,referral,1014.0,0.056549999999999996,57.0
2026-03-31,organic,4394.0,0.031720000000000005,139.0
2026-03-31,paid,2656.0,0.0403,107.0
2026-03-31,referral,876.0,0.060255,53.0
