date,channel,traffic,conversion_rate,signups
2026-01-25,organic,2234.0,0.047,106.0
2026-01-25,paid,1326.0,0.0535,58.0
2026-01-25,referral,523.0,0.0832,37.0
2026-01-26,organic,4274.0,0.0443,203.0
2026-01-26,paid,2578.0,0.0598,165.0
2026-01-26,referral,974.0,0.1035,103.0
2026-01-27,organic,3883.0,0.0464,216.0
2026-01-27,paid,2676.0,0.0518,137.0
2026-01-27,referral,985.0,0.0844,83.0
2026-01-28,organic,4274.0,0.0409,188.0
2026-01-28,paid,2876.0,0.0577,155.0
2026-01-28,referral,949.0,0.0876,75.0
2026-01-29,organic,4400.0,0.0443,214.0
2026-01-29,paid,2352.0,0.0562,140.0
2026-01-29,referral,924.0,0.0974,96.0
2026-01-30,organic,3906.0,0.0382,147.0
2026-01-30,paid,2566.0,0.0582,152.0
2026-01-30,referral,985.0,0.0887,107.0
2026-01-31,organic,2424.0,0.039,98.0
2026-01-31,paid,1387.0,0.0651,84.0
2026-01-31,referral,538.0,0.0861,42.0
2026-02-01,organic,2064.0,0.0404,98.0
2026-02-01,paid,1249.0,0.06,83.0
2026-02-01,referral,539.0,0.0844,49.0
2026-02-02,organic,4161.0,0.0472,200.0
2026-02-02,paid,2609.0,0.0602,151.0
2026-02-02,referral,943.0,0.0776,81.0
2026-02-03,organic,3852.0,0.0448,178.0
2026-02-03,paid,2517.0,0.0618,167.0
2026-02-03,referral,1006.0,0.0846,82.0
2026-02-04,organic,3901.0,0.0406,159.0
2026-02-04,paid,2648.0,0.0612,170.0
2026-02-04,referral,975.0,0.1037,98.0
2026-02-05,organic,3945.0,0.0402,155.0
2026-02-05,paid,2474.0,0.0533,133.0
2026-02-05,referral,884.0,0.0975,76.0
2026-02-06,organic,4116.0,0.048,182.0
2026-02-06,paid,2105.0,0.0581,122.0
2026-02-06,referral,850.0,0.0819,62.0
2026-02-07,organic,2380.0,0.0422,107.0
2026-02-07,paid,1433.0,0.0597,84.0
2026-02-07,referral,534.0,0.0848,57.0
2026-02-08,organic,2128.0,0.0458,101.0
2026-02-08,paid,1381.0,0.0536,85.0
2026-02-08,referral,433.0,0.0907,41.0
2026-02-09,organic,4093.0,0.0437,181.0
2026-02-09,paid,2435.0,0.0611,161.0
2026-02-09,referral,937.0,0.0868,77.0
2026-02-10,organic,4439.0,0.0459,211.0
2026-02-10,paid,2594.0,0.0588,140.0
2026-02-10,referral,984.0,0.0791,83.0
2026-02-11,organic,4582.0,0.0458,206.0
2026-02-11,paid,2676.0,0.0478,108.0
2026-02-11,referral,896.0,0.0854,93.0
2026-02-12,organic,4602.0,0.0446,187.0
2026-02-12,paid,2516.0,0.062,167.0
2026-02-12,referral,942.0,0.0953,91.0
2026-02-13,organic,3891.0,0.0439,184.0
2026-02-13,paid,2367.0,0.0615,151.0
2026-02-13,referral,824.0,0.0838,71.0
2026-02-14,organic,2529.0,0.0464,114.0
2026-02-14,paid,1568.0,0.0467,61.0
2026-02-14,referral,562.0,0.1022,56.0
2026-02-15,organic,2240.0,0.0478,106.0
2026-02-15,paid,1450.0,0.0694,96.0
2026-02-15,referral,501.0,0.0997,50.0
2026-02-16,organic,3956.0,0.0443,152.0
2026-02-16,paid,2790.0,0.0528,144.0
2026-02-16,referral,908.0,0.079,79.0
2026-02-17,organic,4448.0,0.0433,194.0
2026-02-17,paid,2878.0,0.0556,172.0
2026-02-17,referral,931.0,0.0949,87.0
2026-02-18,organic,4339.0,0.0437,172.0
2026-02-18,paid,2848.0,0.057,151.0
2026-02-18,referral,1103.0,0.1044,106.0
2026-02-19,organic,4586.0,0.0446,200.0
2026-02-19,paid,2696.0,0.056,146.0
2026-02-19,referral,983.0,0.0845,92.0
2026-02-20,organic,3941.0,0.0438,200.0
2026-02-20,paid,2323.0,0.0551,133.0
2026-02-20,referral,817.0,0.0875,61.0
2026-02-21,organic,2170.0,0.0413,84.0
2026-02-21,paid,1586.0,0.0595,102.0
2026-02-21,referral,579.0,0.0936,47.0
2026-02-22,organic,2275.0,0.02375,54.0
2026-02-22,paid,1428.0,0.0591,80.0
2026-02-22,referral,485.0,0.0778,37.0
2026-02-23,organic,4114.0,0.01835,75.0
2026-02-23,paid,2800.0,0.0695,190.0
2026-02-23,referral,894.0,0.0813,79.0
2026-02-24,organic,3801.0,0.0231,88.0
2026-02-24,paid,2682.0,0.0585,155.0
2026-02-24,referral,936.0,0.0779,69.0
2026-02-25,organic,4833.0,0.0249,120.0
2026-02-25,paid,2934.0,0.0597,175.0
2026-02-25,referral,977.0,0.0869,68.0
2026-02-26,organic,4106.0,0.0266,109.0
2026-02-26,paid,2709.0,0.0634,163.0
2026-02-26,referral,952.0,0.1012,94.0
2026-02-27,organic,3681.0,0.0252,93.0
2026-02-27,paid,2300.0,0.0632,121.0
2026-02-27,referral,774.0,0.0954,78.0
2026-02-28,organic,2478.0,0.02085,52.0
2026-02-28,paid,1533.0,0.0615,92.0
2026-02-28,referral,510.0,0.0812,55.0
2026-03-01,organic,1939.0,0.02375,46.0
2026-03-01,paid,1384.0,0.063,90.0
2026-03-01,referral,490.0,0.0881,50.0
2026-03-02,organic,4612.0,0.0227,105.0
2026-03-02,paid,2581.0,0.0596,150.0
2026-03-02,referral,909.0,0.094,74.0
2026-03-03,organic,4574.0,0.02715,124.0
2026-03-03,paid,2564.0,0.0638,197.0
2026-03-03,referral,970.0,0.083,89.0
2026-03-04,organic,4090.0,0.02365,97.0
2026-03-04,paid,2570.0,0.067,151.0
2026-03-04,referral,944.0,0.0968,91.0
2026-03-05,organic,4827.0,0.0239,115.0
2026-03-05,paid,2548.0,0.0516,129.0
2026-03-05,referral,951.0,0.0995,84.0
2026-03-06,organic,3549.0,0.02405,85.0
2026-03-06,paid,2411.0,0.0607,128.0
2026-03-06,referral,849.0,0.0933,95.0
2026-03-07,organic,2444.0,0.022,54.0
2026-03-07,paid,1397.0,0.0599,90.0
2026-03-07,referral,505.0,0.0913,35.0
2026-03-08,organic,2505.0,0.02615,66.0
2026-03-08,paid,1385.0,0.0605,93.0
2026-03-08,referral,526.0,0.0896,36.0
2026-03-09,organic,4030.0,0.023,93.0
2026-03-09,paid,2702.0,0.0575,146.0
2026-03-09,referral,949.0,0.0975,108.0
2026-03-10,organic,4271.0,0.02465,105.0
2026-03-10,paid,2596.0,0.0547,151.0
2026-03-10,referral,896.0,0.0874,77.0
2026-03-11,organic,4209.0,0.02325,98.0
2026-03-11,paid,2758.0,0.0598,153.0
2026-03-11,referral,976.0,0.0902,86.0
2026-03-12,organic,4481.0,0.0229,103.0
2026-03-12,paid,2718.0,0.0709,183.0
2026-03-12,referral,927.0,0.1034,95.0
2026-03-13,organic,3579.0,0.0237,85.0
2026-03-13,paid,2365.0,0.0622,144.0
2026-03-13,referral,908.0,0.0737,75.0
2026-03-14,organic,2269.0,0.02085,47.0
2026-03-14,paid,1592.0,0.0593,101.0
2026-03-14,referral,537.0,0.0941,70.0
2026-03-15,organic,2168.0,0.0222,48.0
2026-03-15,paid,1460.0,0.0581,94.0
2026-03-15,referral,506.0,0.0928,51.0
2026-03-16,organic,4294.0,0.0257,110.0
2026-03-16,paid,2565.0,0.0621,158.0
2026-03-16,referral,929.0,0.077,61.0
2026-03-17,organic,4416.0,0.0212,94.0
2026-03-17,paid,2417.0,0.0549,112.0
2026-03-17,referral,1065.0,0.0824,96.0
2026-03-18,organic,4398.0,0.0219,96.0
2026-03-18,paid,2985.0,0.0609,198.0
2026-03-18,referral,1006.0,0.0882,90.0
2026-03-19,organic,4639.0,0.01895,88.0
2026-03-19,paid,2570.0,0.0562,144.0
2026-03-19,referral,1010.0,0.082,77.0
2026-03-20,organic,4029.0,0.021,85.0
2026-03-20,paid,2498.0,0.0582,137.0
2026-03-20,referral,893.0,0.0855,76.0
2026-03-21,organic,2569.0,0.02045,53.0
2026-03-21,paid,1490.0,0.0523,91.0
2026-03-21,referral,533.0,0.0912,46.0
2026-03-22,organic,2350.0,0.01865,44.0
2026-03-22,paid,1386.0,0.0611,84.0
2026-03-22,referral,519.0,0.0925,43.0
2026-03-23,organic,4782.0,0.01985,95.0
2026-03-23,paid,2538.0,0.0636,164.0
2026-03-23,referral,877.0,0.0896,78.0
2026-03-24,organic,4451.0,0.02315,103.0
2026-03-24,paid,2650.0,0.0636,160.0
2026-03-24,referral,974.0,0.0846,77.0
2026-03-25,organic,4362.0,0.0212,92.0
2026-03-25,paid,2332.0,0.0565,126.0
2026-03-25,referral,894.0,0.0845,96.0
2026-03-26,organic,4201.0,0.0244,103.0
2026-03-26,paid,2722.0,0.0571,178.0
2026-03-26,referral,891.0,0.0896,61.0
2026-03-27,organic,3606.0,0.0223,80.0
2026-03-27,paid,2258.0,0.0521,117.0
2026-03-27,referral,836.0,0.0902,66.0
2026-03-28,organic,2364.0,0.01925,46.0
2026-03-28,paid,1303.0,0.0584,61.0
2026-03-28,referral,514.0,0.0896,42.0
2026-03-29,organic,1952.0,0.02225,43.0
2026-03-29,paid,1394.0,0.0631,99.0
2026-03-29,referral,529.0,0.1,51.0
2026-03-30,organic,4408.0,0.02005,88.0
2026-03-30,paid,2567.0,0.0516,141.0
2026-03-30,referral,995.0,0.0971,82.0
2026-03-31,organic,4105.0,0.0232,95.0
2026-03-31,paid,2798.0,0.0684,193.0
2026-03-31,referral,922.0,0.0795,71.0
