date,channel,traffic,conversion_rate,signups
2026-01-19,organic,4132.0,0.0373,164.0
2026-01-19,paid,2638.0,0.0521,135.0
2026-01-19,referral,890.0,0.0843,78.0
2026-01-20,organic,4632.0,0.0446,235.0
2026-01-20,paid,2774.0,0.0578,166.0
2026-01-20,referral,948.0,0.0861,81.0
2026-01-21,organic,3895.0,0.0456,187.0
2026-01-21,paid,2683.0,0.064,184.0
2026-01-21,referral,936.0,0.0881,79.0
2026-01-22,organic,3934.0,0.045,163.0
2026-01-22,paid,2519.0,0.0524,113.0
2026-01-22,referral,910.0,0.0926,97.0
2026-01-23,organic,3780.0,0.0488,163.0
2026-01-23,paid,2495.0,0.0648,168.0
2026-01-23,referral,870.0,0.108,87.0
2026-01-24,organic,2378.0,0.0474,122.0
2026-01-24,paid,1576.0,0.0692,96.0
2026-01-24,referral,528.0,0.0765,36.0
2026-01-25,organic,2215.0,0.0541,115.0
2026-01-25,paid,1492.0,0.0568,95.0
2026-01-25,referral,489.0,0.1051,57.0
2026-01-26,organic,4312.0,0.048,205.0
2026-01-26,paid,2585.0,0.0603,152.0
2026-01-26,referral,980.0,0.0882,80.0
2026-01-27,organic,4391.0,0.038,152.0
2026-01-27,paid,2480.0,0.0652,173.0
2026-01-27,referral,999.0,0.0935,118.0
2026-01-28,organic,4052.0,0.0421,180.0
2026-01-28,paid,2867.0,0.0603,175.0
2026-01-28,referral,1057.0,0.0883,85.0
2026-01-29,organic,4361.0,0.0442,181.0
2026-01-29,paid,2544.0,0.057,143.0
2026-01-29,referral,986.0,0.1004,98.0
2026-01-30,organic,4161.0,0.0468,191.0
2026-01-30,paid,2389.0,0.0573,132.0
2026-01-30,referral,795.0,0.09,74.0
2026-01-31,organic,2614.0,0.0429,114.0
2026-01-31,paid,1422.0,0.0604,78.0
2026-01-31,referral,555.0,0.083,47.0
2026-02-01,organic,2239.0,0.0515,99.0
2026-02-01,paid,1358.0,0.0523,72.0
2026-02-01,referral,501.0,0.094,40.0
2026-02-02,organic,4322.0,0.0479,186.0
2026-02-02,paid,2723.0,0.0568,155.0
2026-02-02,referral,953.0,0.0916,86.0
2026-02-03,organic,4369.0,0.0489,206.0
2026-02-03,paid,3010.0,0.0653,212.0
2026-02-03,referral,959.0,0.0843,81.0
2026-02-04,organic,4714.0,0.0389,185.0
2026-02-04,paid,2339.0,0.0613,138.0
2026-02-04,referral,1036.0,0.078,86.0
2026-02-05,organic,4425.0,0.043,202.0
2026-02-05,paid,2865.0,0.0585,145.0
2026-02-05,referral,976.0,0.0721,67.0
2026-02-06,organic,3724.0,0.0384,146.0
2026-02-06,paid,2240.0,0.0604,125.0
2026-02-06,referral,859.0,0.1028,82.0
2026-02-07,organic,2432.0,0.0409,89.0
2026-02-07,paid,1357.0,0.0524,63.0
2026-02-07,referral,503.0,0.1018,53.0
2026-02-08,organic,2195.0,0.0455,115.0
2026-02-08,paid,1496.0,0.0555,84.0
2026-02-08,referral,490.0,0.0948,53.0
2026-02-09,organic,4577.0,0.0429,193.0
2026-02-09,paid,2674.0,0.0592,136.0
2026-02-09,referral,876.0,0.0902,82.0
2026-02-10,organic,4327.0,0.0427,170.0
2026-02-10,paid,2687.0,0.0579,156.0
2026-02-10,referral,1077.0,0.0909,103.0
2026-02-11,organic,4453.0,0.0476,194.0
2026-02-11,paid,2658.0,0.0556,140.0
2026-02-11,referral,982.0,0.0971,92.0
2026-02-12,organic,4168.0,0.0469,188.0
2026-02-12,paid,2521.0,0.0632,144.0
2026-02-12,referral,1007.0,0.0823,78.0
2026-02-13,organic,3794.0,0.0461,173.0
2026-02-13,paid,2506.0,0.0606,149.0
2026-02-13,referral,993.0,0.0804,82.0
2026-02-14,organic,2285.0,0.0501,110.0
2026-02-14,paid,733.5,0.0643,47.0
2026-02-14,referral,587.0,0.0925,68.0
2026-02-15,organic,2117.0,0.041,83.0
2026-02-15,paid,652.0,0.052,34.0
2026-02-15,referral,436.0,0.098,44.0
2026-02-16,organic,3997.0,0.0421,145.0
2026-02-16,paid,1191.0,0.0615,73.0
2026-02-16,referral,1004.0,0.0831,87.0
2026-02-17,organic,4354.0,0.0498,199.0
2026-02-17,paid,1388.5,0.0566,79.0
2026-02-17,referral,956.0,0.0944,89.0
2026-02-18,organic,4706.0,0.0457,188.0
2026-02-18,paid,1236.5,0.0643,80.0
2026-02-18,referral,1027.0,0.0932,90.0
2026-02-19,organic,4288.0,0.0434,191.0
2026-02-19,paid,1380.5,0.0592,82.0
2026-02-19,referral,971.0,0.0899,92.0
2026-02-20,organic,3660.0,0.048,195.0
2026-02-20,paid,1090.5,0.0639,70.0
2026-02-20,referral,816.0,0.0824,67.0
2026-02-21,organic,2673.0,0.0436,123.0
2026-02-21,paid,738.0,0.0628,46.0
2026-02-21,referral,566.0,0.0918,63.0
2026-02-22,organic,2197.0,0.047,113.0
2026-02-22,paid,614.5,0.0442,27.0
2026-02-22,referral,450.0,0.0861,41.0
2026-02-23,organic,4335.0,0.0354,164.0
2026-02-23,paid,1204.5,0.0635,76.0
2026-02-23,referral,975.0,0.0791,80.0
2026-02-24,organic,4383.0,0.0419,172.0
2026-02-24,paid,1342.0,0.0551,74.0
2026-02-24,referral,844.0,0.0977,67.0
2026-02-25,organic,4154.0,0.041,181.0
2026-02-25,paid,1240.0,0.0644,80.0
2026-02-25,referral,921.0,0.0925,72.0
2026-02-26,organic,4185.0,0.0482,200.0
2026-02-26,paid,1308.5,0.0594,78.0
2026-02-26,referral,946.0,0.0778,73.0
2026-02-27,organic,3972.0,0.0471,186.0
2026-02-27,paid,1145.5,0.0527,60.0
2026-02-27,referral,789.0,0.0704,65.0
2026-02-28,organic,2268.0,0.0518,126.0
2026-02-28,paid,751.5,0.0561,42.0
2026-02-28,referral,515.0,0.097,46.0
2026-03-01,organic,2146.0,0.0479,90.0
2026-03-01,paid,682.0,0.0613,42.0
2026-03-01,referral,494.0,0.1073,59.0
2026-03-02,organic,3988.0,0.046,181.0
2026-03-02,paid,1139.5,0.0643,73.0
2026-03-02,referral,928.0,0.0988,103.0
2026-03-03,organic,4370.0,0.0436,192.0
2026-03-03,paid,1376.5,0.0536,74.0
2026-03-03,referral,982.0,0.0964,101.0
2026-03-04,organic,4220.0,0.0416,181.0
2026-03-04,paid,1282.0,0.0678,87.0
2026-03-04,referral,1075.0,0.0985,99.0
2026-03-05,organic,4561.0,0.045,215.0
2026-03-05,paid,1324.5,0.0577,76.0
2026-03-05,referral,916.0,0.0925,84.0
2026-03-06,organic,3666.0,0.0398,153.0
2026-03-06,paid,1230.5,0.0612,75.0
2026-03-06,referral,917.0,0.0851,83.0
2026-03-07,organic,2486.0,0.044,115.0
2026-03-07,paid,801.5,0.0652,52.0
2026-03-07,referral,562.0,0.0816,40.0
2026-03-08,organic,2336.0,0.0437,83.0
2026-03-08,paid,704.0,0.0514,36.0
2026-03-08,referral,529.0,0.0941,58.0
2026-03-09,organic,3801.0,0.0462,183.0
2026-03-09,paid,1325.5,0.0529,70.0
2026-03-09,referral,899.0,0.0961,80.0
2026-03-10,organic,4131.0,0.0428,193.0
2026-03-10,paid,1120.0,0.0618,69.0
2026-03-10,referral,978.0,0.0826,95.0
2026-03-11,organic,4358.0,0.043,189.0
2026-03-11,paid,1309.0,0.0642,84.0
2026-03-11,referral,1007.0,0.0834,81.0
2026-03-12,organic,4201.0,0.0408,193.0
2026-03-12,paid,1425.5,0.0611,87.0
2026-03-12,referral,959.0,0.0899,77.0
2026-03-13,organic,3820.0,0.0407,162.0
2026-03-13,paid,1143.0,0.0611,70.0
2026-03-13,referral,804.0,0.0872,80.0
2026-03-14,organic,2553.0,0.0507,132.0
2026-03-14,paid,696.0,0.058,40.0
2026-03-14,referral,572.0,0.0947,50.0
2026-03-15,organic,2365.0,0.0419,88.0
2026-03-15,paid,705.0,0.0557,39.0
2026-03-15,referral,522.0,0.0867,45.0
2026-03-16,organic,4739.0,0.0483,215.0
2026-03-16,paid,1279.0,0.0607,78.0
2026-03-16,referral,887.0,0.0798,58.0
2026-03-17,organic,5045.0,0.0433,228.0
2026-03-17,paid,1331.0,0.0605,81.0
2026-03-17,referral,947.0,0.0855,97.0
2026-03-18,organic,4243.0,0.0498,218.0
2026-03-18,paid,1337.5,0.0567,76.0
2026-03-18,referral,926.0,0.0877,88.0
2026-03-19,organic,4175.0,0.0498,188.0
2026-03-19,paid,1271.5,0.0445,57.0
2026-03-19,referral,894.0,0.0901,76.0
2026-03-20,organic,4003.0,0.0422,197.0
2026-03-20,paid,1213.5,0.0593,72.0
2026-03-20,referral,834.0,0.0801,77.0
2026-03-21,organic,2402.0,0.0472,96.0
2026-03-21,paid,797.0,0.0522,42.0
2026-03-21,referral,545.0,0.1002,49.0
2026-03-22,organic,1958.0,0.0423,85.0
2026-03-22,paid,604.0,0.0639,39.0
2026-03-22,referral,456.0,0.0896,29.0
2026-03-23,organic,4335.0,0.0469,222.0
2026-03-23,paid,1109.0,0.0626,69.0
2026-03-23,referral,850.0,0.0724,56.0
2026-03-24,organic,4341.0,0.047,204.0
2026-03-24,paid,1473.5,0.051,75.0
2026-03-24,referral,984.0,0.0868,86.0
2026-03-25,organic,4236.0,0.0491,208.0
2026-03-25,paid,1455.0,0.0619,90.0
2026-03-25,referral,959.0,0.0866,89.0
2026-03-26,organic,4145.0,0.0445,174.0
2026-03-26,paid,1338.5,0.0591,79.0
2026-03-26,referral,953.0,0.0926,91.0
2026-03-27,organic,4254.0,0.0438,177.0
2026-03-27,paid,1206.5,0.0664,80.0
2026-03-27,referral,836.0,0.0894,77.0
2026-03-28,organic,2286.0,0.0451,104.0
2026-03-28,paid,643.5,0.0605,39.0
2026-03-28,referral,504.0,0.0791,33.0
2026-03-29,organic,2088.0,0.0449,84.0
2026-03-29,paid,728.0,0.0643,47.0
2026-03-29,referral,440.0,0.085,39.0
2026-03-30,organic,3934.0,0.0479,200.0
2026-03-30,paid,1411.0,0.0624,88.0
2026-03-30,referral,825.0,0.085,66.0
2026-03-31,organic,4433.0,0.0437,183.0
2026-03-31,paid,1412.0,0.0539,76.0
2026-03-31,referral,948.0,0.083,70.0
